UF,idade,anosest,rendtrabprinc
31,59,12,5000
53,33,16,2500
35,39,12,1500
50,25,13,1600
31,49,12,1500
35,52,12,500
26,39,10,400
29,58,0,500
53,35,12,80
23,39,12,4000
53,28,16,1100
27,30,5,1500
33,49,12,500
43,48,0,4000
35,31,12,4000
42,42,16,5000
31,38,9,1100
14,35,12,1800
41,43,12,2000
52,59,12,5800
41,58,12,1200
16,37,12,200
15,39,16,3500
13,30,13,300
22,35,12,1100
52,57,12,4000
16,47,12,500
31,43,12,1300
13,36,11,1100
53,55,12,2000
42,47,12,2000
41,37,12,10000
35,40,16,5000
31,42,12,1100
29,50,13,2500
51,50,12,2500
15,52,12,800
13,33,12,1100
12,37,12,150
13,44,13,1200
35,27,13,2000
14,38,16,2000
53,45,12,100
25,29,12,1200
31,36,12,2000
53,38,13,2200
21,38,16,1500
22,39,14,2000
13,43,12,1500
53,29,8,2500
50,39,8,2000
43,34,12,700
41,49,16,10000
51,33,16,3000
21,49,9,2500
41,25,12,3000
23,58,3,300
15,25,12,1200
13,47,15,5000
27,52,8,100
43,48,9,1500
26,57,7,120
33,42,12,1200
13,58,12,1100
27,48,9,1000
15,50,12,100
33,32,10,1100
25,29,16,2000
52,51,12,4000
52,49,12,1602
12,48,12,1500
43,48,16,1000
13,30,14,3300
15,58,6,1250
53,33,12,1200
32,33,12,600
21,47,12,500
29,26,15,2500
50,51,1,3500
33,50,6,1100
16,53,6,800
53,26,12,3500
41,53,16,5000
42,30,15,1200
32,41,16,1500
41,31,11,2500
33,26,13,1300
22,26,12,500
41,58,5,1000
15,41,6,988
13,29,12,1100
25,39,12,1000
22,26,12,650
16,29,12,550
53,42,13,3000
41,28,16,3000
53,37,13,6000
14,40,16,900
42,42,12,4000
22,31,12,1100
33,55,9,1000
33,55,12,3000
31,52,9,4000
41,57,13,5000
27,28,12,1250
33,26,11,1100
11,42,14,1070
27,25,12,1100
52,30,13,4000
33,38,13,3000
12,35,12,1400
27,47,1,350
50,40,12,600
22,38,16,1300
41,37,15,5000
41,54,9,1128
16,32,12,1100
27,37,12,1000
21,40,12,500
21,26,12,650
50,37,13,600
33,35,12,1100
21,42,12,5000
31,41,12,1100
28,49,9,1500
41,32,16,3000
11,59,12,2000
53,40,12,660
41,33,12,2000
31,54,16,5000
33,32,12,500
52,38,12,1500
23,53,12,600
26,33,16,1000
27,38,12,800
33,33,16,3500
53,26,12,1300
35,39,12,300
42,40,16,1100
14,48,5,1100
53,29,12,1100
22,46,13,2000
42,25,16,4500
17,30,11,2000
23,27,12,1100
41,48,3,1500
25,42,13,1100
51,50,12,2200
13,46,7,40
16,51,12,600
43,26,13,700
27,56,4,250
23,35,12,1100
35,31,12,1100
23,39,12,1500
23,39,9,150
50,49,7,1500
22,51,16,1100
52,48,9,1500
14,35,12,1100
35,28,12,2500
12,35,12,1400
21,59,12,1000
14,47,12,3000
35,26,12,1300
52,50,12,2000
21,50,12,800
13,29,12,1100
26,50,11,500
35,36,14,3500
52,45,10,1900
23,36,11,100
15,33,9,500
22,27,12,1550
14,29,16,1100
13,45,6,500
50,48,12,1600
21,34,12,550
53,45,16,3000
14,31,12,4000
32,52,11,1500
33,45,12,1500
23,56,5,300
53,53,12,700
16,41,0,2000
33,31,12,500
13,35,16,7000
28,43,6,1100
24,57,12,150
33,36,16,1100
12,41,16,3000
12,34,12,1100
14,29,12,250
13,40,9,1100
43,47,12,2500
41,48,16,3000
27,58,12,2000
52,39,12,1300
27,37,12,1100
50,25,11,2500
41,42,16,3000
24,35,16,1100
52,36,16,1100
13,32,16,800
35,37,14,1500
13,28,12,1100
53,40,12,1200
26,27,12,1100
53,34,16,1600
35,37,12,3000
52,53,12,3000
33,32,13,1700
29,31,15,1100
53,55,12,1000
53,54,12,2000
31,43,16,6200
26,41,12,1400
53,55,8,700
12,32,12,800
50,29,11,800
53,45,12,1500
15,28,13,200
53,36,10,1500
50,27,9,1500
24,56,9,1100
13,44,12,3000
52,40,12,800
51,26,16,1100
26,35,12,300
21,35,12,300
33,46,12,2000
42,25,16,5000
27,42,10,600
53,37,16,1100
13,47,9,500
21,39,12,1200
14,53,12,1100
35,26,10,1700
33,47,12,1500
33,37,14,800
42,49,14,4500
50,40,9,1500
41,33,12,3000
27,34,13,1100
53,42,16,500
50,50,3,1600
53,29,12,2000
50,50,5,1500
33,35,13,3000
25,41,12,700
27,41,12,1100
31,39,12,1500
15,38,11,600
53,47,12,4000
24,47,12,400
13,25,12,300
27,55,6,150
14,25,16,2000
25,30,16,600
12,39,11,1500
12,46,12,600
35,38,12,2000
26,31,0,1500
53,40,12,12000
33,56,13,2000
52,41,12,1200
52,25,12,1300
11,55,0,200
21,48,12,500
31,46,6,2000
32,48,16,2500
16,25,16,150
12,43,12,1400
50,42,12,3000
31,40,16,2000
53,28,12,150
52,32,16,1500
13,42,12,1100
25,45,16,600
13,36,12,1200
53,46,13,1500
50,50,16,4000
50,53,6,300
53,31,12,2500
35,56,16,3800
41,57,4,1000
13,30,9,300
15,28,13,1000
33,36,9,1200
14,54,12,500
33,37,12,1200
11,45,12,1500
12,48,12,1200
16,46,12,500
26,39,12,1300
53,49,12,109
53,32,12,5000
43,31,10,1800
32,43,12,2000
17,49,11,200
12,38,11,1100
31,45,6,1700
31,54,16,5000
35,51,12,1000
26,56,10,1000
21,45,12,1100
53,27,10,2400
52,44,16,600
27,51,12,3500
52,41,16,2500
51,45,14,9000
43,51,6,800
29,55,12,600
24,56,12,1000
15,49,5,1100
13,40,12,500
33,59,16,1100
27,40,5,1300
23,36,10,350
35,34,12,2800
31,33,11,2800
42,40,16,1500
53,48,12,300
53,40,15,2000
13,41,12,100
11,42,16,3800
53,34,12,1100
31,28,12,800
43,28,12,1300
53,42,7,1300
35,53,12,1200
42,59,12,2500
33,40,11,1500
52,44,12,3500
15,34,12,1100
13,59,12,1000
35,49,3,300
31,56,12,550
53,32,16,3000
42,30,16,2000
35,25,13,2000
43,49,12,4000
13,46,6,2300
53,25,12,1900
41,58,13,70
29,33,16,1100
42,36,7,500
13,43,12,5000
53,50,12,500
16,41,12,2000
11,41,12,7000
12,33,15,1100
12,48,5,600
13,51,16,2500
12,40,12,200
31,28,12,1300
12,29,16,1350
35,28,13,1800
27,56,12,120
14,30,13,1600
51,26,16,1814
41,26,12,1100
53,35,16,4000
51,53,7,700
35,25,12,1200
21,36,16,1500
11,30,15,1100
35,59,12,1300
12,35,12,800
35,54,6,1200
25,47,0,300
11,31,12,300
31,51,5,800
14,51,12,1100
33,45,8,800
12,57,12,1300
15,51,12,1100
33,38,12,1100
14,44,16,1100
22,48,12,200
33,50,13,1100
35,40,15,3000
50,40,12,300
14,31,16,1100
53,44,9,400
16,36,12,1100
14,30,12,1100
14,26,12,1300
12,39,12,1500
35,43,14,2500
17,42,12,1200
52,50,11,1100
12,35,16,2400
12,27,12,300
23,26,12,700
53,42,12,500
52,26,15,200
35,48,7,500
53,48,12,650
11,37,9,1100
33,25,14,3500
15,26,8,500
43,45,9,1500
13,39,10,1100
29,47,3,500
12,56,12,2000
42,33,13,700
53,53,15,5000
41,47,12,350
27,47,12,1100
33,39,13,1600
27,42,1,1100
41,59,12,3000
50,49,16,1500
35,50,12,1100
24,28,16,1200
14,36,13,1100
17,32,12,1100
33,56,12,2500
43,41,14,1100
13,47,15,1100
22,33,12,1100
42,30,13,2500
12,50,12,1100
17,53,7,1100
53,42,16,1100
21,48,12,1300
17,28,12,1700
33,31,12,1100
11,50,12,1000
33,33,12,1100
21,36,16,1100
51,49,12,400
12,31,6,500
31,34,14,1200
52,43,16,1100
50,30,16,2200
14,30,12,1100
33,31,16,1100
25,28,12,1100
33,30,12,1300
23,35,9,1100
29,33,12,1100
13,35,6,600
12,42,16,1100
23,56,9,500
21,34,12,1100
33,26,12,1500
23,53,12,2000
12,56,16,1200
33,41,12,1500
23,29,14,550
50,58,12,900
26,54,5,300
27,50,8,100
43,25,12,200
23,39,12,500
12,31,15,350
53,28,10,1350
26,44,12,1600
53,50,12,1100
27,39,9,1100
41,57,9,900
23,53,0,600
23,40,12,1000
16,38,12,1100
35,44,16,1200
50,59,6,600
31,36,12,400
12,47,9,600
27,27,8,200
53,35,11,200
35,56,12,1500
53,26,15,1500
53,54,12,1500
12,28,12,1100
22,26,16,1100
13,25,13,600
12,46,16,1100
35,38,12,1200
53,47,12,200
52,31,16,1600
51,38,12,600
53,45,5,300
33,39,9,1100
32,28,12,800
53,41,5,1600
26,45,5,400
21,31,12,1100
12,30,12,1100
43,55,15,3500
33,43,16,2000
53,39,13,2000
23,35,12,400
14,56,12,1100
41,47,11,1200
29,50,9,2300
52,26,12,300
41,45,12,600
28,38,12,1100
52,59,5,800
52,56,8,1100
29,48,1,1700
52,49,9,300
35,56,16,1200
53,26,7,250
31,38,12,540
29,39,12,1100
13,39,6,1100
43,36,9,1500
33,49,16,2500
52,38,16,1700
14,25,12,900
53,31,12,1878
13,35,12,1100
25,27,16,1100
15,36,12,280
33,39,12,1100
52,37,10,1100
15,41,11,1100
51,33,12,2000
35,53,10,400
52,47,12,1100
33,38,12,1100
12,46,15,1100
53,34,12,600
27,35,8,2500
23,33,12,1100
12,55,13,1400
29,56,7,700
35,43,8,1000
35,44,5,300
53,43,7,700
31,38,12,1400
14,27,12,300
31,57,10,1100
35,49,7,1600
17,30,9,400
35,41,12,1900
50,52,5,800
12,43,6,900
28,56,10,1100
27,27,16,12000
42,41,12,800
35,51,7,450
35,41,12,2000
29,38,12,1100
14,55,8,1000
25,43,12,1100
53,32,12,1100
27,46,3,300
25,49,16,1500
33,45,14,2500
13,43,15,1100
31,58,12,1100
31,45,9,2000
27,36,15,800
25,40,14,1100
52,58,12,600
31,50,5,800
53,44,12,1100
23,25,11,200
13,38,12,500
33,27,13,200
12,27,16,1200
35,48,12,1200
14,44,12,1500
33,40,9,300
21,44,12,600
33,54,9,1100
43,31,14,1500
35,52,5,400
35,34,12,1100
31,46,12,1350
23,39,12,600
11,43,10,200
31,41,16,1200
53,36,12,2500
23,38,12,350
12,26,16,1400
12,39,5,1100
13,35,12,1100
35,59,16,3000
32,57,6,1000
15,58,11,1000
42,41,16,2000
33,40,12,1100
12,37,14,1100
53,38,6,850
31,39,9,1150
33,53,9,600
14,51,10,1100
32,37,16,1100
29,44,12,1200
50,56,16,1900
15,54,11,500
12,27,12,1100
27,25,8,800
25,36,12,1200
42,25,16,1200
31,44,12,1100
35,40,11,3000
35,26,16,2100
53,28,16,1100
15,49,6,600
50,57,12,1600
12,26,16,1350
33,32,12,1900
35,42,12,1100
33,32,15,550
41,57,3,1100
33,44,12,1100
52,52,12,900
31,36,12,1100
41,50,9,1200
41,49,12,1700
23,35,9,300
53,47,10,1300
35,51,6,600
41,59,12,2500
33,38,12,1100
35,27,12,1600
53,33,16,600
50,44,12,1200
27,45,12,500
22,53,8,300
53,39,8,1200
33,47,5,1600
25,32,9,1200
31,44,15,1100
12,55,12,1100
51,26,12,1300
35,51,0,400
29,44,12,1100
43,47,13,2000
35,55,0,150
32,46,12,1500
33,59,12,900
11,43,7,150
32,56,5,400
50,53,5,300
35,30,10,700
27,35,10,1100
35,48,12,1800
17,40,14,6000
13,34,12,1100
43,57,12,1500
53,30,6,1100
50,37,16,1950
14,31,12,1345
33,49,11,1100
53,27,15,1300
14,39,12,1500
52,36,12,1500
33,45,12,1100
35,25,16,2000
21,26,12,1100
33,53,14,1800
43,56,9,1600
50,33,12,1100
29,32,10,200
50,48,12,1700
43,55,12,1200
21,51,6,1100
53,45,0,1800
41,57,16,2500
42,41,13,1700
12,42,15,600
27,33,7,160
43,27,16,1200
41,51,16,2000
13,41,9,450
12,40,12,1100
52,50,12,1079
26,36,9,1100
52,51,12,1600
53,51,12,450
33,52,9,3000
29,38,9,1100
13,53,6,500
14,45,16,5000
14,30,11,1300
12,42,16,1200
41,40,16,5000
14,35,16,1100
51,30,12,3800
15,32,14,1600
50,49,12,1100
35,25,12,300
35,55,5,600
42,42,8,1500
23,27,14,1600
35,51,12,1600
53,43,13,1500
50,36,16,1200
50,41,12,1200
13,32,12,600
41,59,5,300
53,25,11,1800
14,52,12,1100
51,59,1,658
26,26,8,100
41,53,12,1100
52,37,16,1650
35,50,12,250
33,36,12,300
53,51,16,1500
53,43,16,3000
35,40,9,1600
51,29,12,300
28,44,12,400
53,37,12,1000
35,59,12,2000
53,44,7,300
53,42,12,1100
11,26,3,600
33,25,15,1100
13,36,1,1200
53,42,4,950
50,54,12,2000
35,39,12,1700
51,32,16,1500
53,55,12,1100
53,36,12,120
43,43,12,1800
52,39,12,1150
51,46,9,500
11,50,16,3000
25,45,6,350
33,42,15,2000
33,35,12,1200
11,45,12,500
27,39,12,1100
31,45,16,6000
16,26,15,700
31,52,5,1400
31,35,7,1800
52,45,6,600
50,56,9,1000
50,45,16,1100
52,44,12,800
23,25,14,600
29,58,8,1100
24,54,2,1100
23,42,12,1200
50,50,12,1500
11,42,7,1300
50,31,16,1100
33,52,11,900
33,50,12,1100
12,29,12,1100
53,36,12,1000
50,47,15,1100
13,44,12,1100
53,44,9,1600
33,42,12,2000
13,52,12,1100
21,27,9,400
33,41,12,7000
14,43,12,600
53,38,12,1100
13,41,13,1100
15,49,12,1100
53,48,12,3000
35,34,10,1100
22,38,12,2000
53,32,12,800
52,29,16,1500
53,25,16,1100
31,27,12,1300
50,44,12,1100
33,43,0,4000
35,54,15,2000
13,51,12,1100
43,56,12,1100
21,53,0,1100
41,36,11,2000
33,51,12,1000
15,32,12,500
52,43,12,1100
23,44,8,1500
33,49,12,1000
53,36,12,360
41,59,12,1500
31,53,9,1800
13,42,16,1100
52,44,13,400
51,47,0,2200
33,58,9,1100
43,56,9,2000
33,39,12,1500
35,58,5,1900
52,40,12,1600
53,26,16,2000
31,45,9,1400
32,41,14,2300
24,48,9,1100
21,49,12,1100
53,38,5,1500
33,50,7,700
13,50,8,1000
33,37,12,1000
53,54,12,1100
43,51,9,2000
53,39,15,2400
22,54,12,2000
28,56,9,1100
25,46,8,1100
43,49,8,1500
33,55,12,1100
23,45,8,1100
42,34,12,1800
31,47,12,1800
33,43,12,1500
23,55,12,1100
43,37,12,1500
25,57,3,1100
13,47,12,300
33,46,12,1800
35,29,12,1000
41,45,12,800
17,43,12,600
23,47,6,1100
24,38,12,1300
13,51,12,1200
35,52,12,3000
33,49,12,2500
33,49,9,1200
53,28,12,1446
29,42,12,1200
22,33,12,300
53,36,12,2700
42,45,9,1100
29,32,12,1100
50,40,12,1500
15,34,12,1100
21,59,13,3720
33,40,12,1800
29,46,14,1100
53,58,9,1100
27,31,16,1650
33,53,12,2500
27,52,0,800
53,53,12,1200
31,54,12,1500
24,52,11,1100
50,41,16,3500
35,45,12,600
26,54,12,1100
53,48,7,1500
26,35,12,900
26,47,9,1100
28,28,12,1100
28,56,3,1100
29,58,12,1400
53,35,16,2000
53,46,15,2500
26,35,5,150
50,51,12,1500
22,29,12,1100
35,45,12,1100
51,38,12,1100
26,30,14,2200
26,34,12,700
29,29,12,1100
42,53,4,1500
24,47,9,1500
27,48,5,1100
33,55,12,1300
53,27,5,1100
25,45,12,1100
25,32,16,700
41,50,5,2000
27,48,12,1500
51,56,12,1500
35,42,12,1500
31,27,12,900
33,49,11,900
23,42,9,1100
29,55,5,1100
43,47,12,1400
29,56,12,1200
24,46,9,1100
23,27,11,850
35,46,1,1000
33,35,8,600
32,51,8,1500
53,50,12,1100
26,51,16,1100
28,26,12,1650
29,41,12,1100
33,51,15,550
16,48,16,1500
33,37,15,1000
31,40,13,3000
23,46,11,800
33,59,12,1400
31,29,13,1800
41,41,13,1300
52,49,12,1500
33,38,12,1500
35,31,12,2300
25,45,1,1100
42,50,9,1600
29,26,9,1300
31,53,11,2000
33,35,10,1500
33,55,12,1100
29,49,12,1100
29,28,12,1300
53,37,12,1100
33,26,12,2500
29,51,9,1200
13,43,16,1100
35,47,12,1500
43,43,10,3800
26,36,6,800
24,47,12,600
25,34,8,1100
33,36,12,1500
29,53,9,2200
35,52,9,1000
33,40,9,500
13,35,12,1100
29,50,12,1100
11,47,13,700
31,53,5,2500
52,47,12,1400
26,45,12,600
27,56,12,1000
23,53,9,1800
33,54,2,900
33,59,11,1500
25,50,5,1100
27,52,5,100
35,47,14,2400
33,41,9,1100
33,48,7,1000
53,42,8,1500
31,45,9,2300
31,52,12,2000
26,43,6,1100
41,53,5,1000
43,53,12,2400
33,40,12,800
16,28,12,2500
33,57,12,700
50,58,12,1500
31,55,9,1100
31,49,12,2000
23,39,7,500
12,58,8,3000
35,45,12,1200
35,37,12,2500
33,59,0,1000
53,54,12,1100
52,57,11,2000
29,34,16,1100
33,52,4,1200
17,52,12,2700
31,30,9,1100
43,51,12,800
41,44,6,2000
52,31,12,1300
52,27,11,2500
28,44,12,1100
23,34,12,550
29,51,12,1400
35,46,12,1200
23,56,9,700
24,26,8,1100
41,38,11,1990
29,44,6,650
31,52,5,1500
33,49,12,1100
35,51,6,1100
35,43,12,1200
32,47,7,400
35,47,12,1800
35,40,12,1100
31,51,10,1300
35,49,12,1300
33,52,12,500
29,41,12,1500
35,27,12,1500
31,50,7,1665
31,53,8,1300
33,39,12,1100
35,57,14,1650
35,58,12,1100
35,45,11,1800
13,48,16,1100
35,56,13,2000
50,55,12,1400
31,28,16,1100
14,41,12,1100
35,53,6,3000
12,28,12,1000
27,51,0,300
33,53,11,1200
33,56,12,1670
35,45,12,1100
28,32,12,120
35,40,12,3000
53,45,5,1300
41,55,11,2000
27,59,12,1625
28,25,11,320
35,36,9,1500
41,47,14,2200
41,49,5,1600
53,34,14,1500
52,50,12,1760
53,52,12,1500
41,49,11,2000
42,45,10,1000
12,38,12,800
22,41,12,500
43,55,12,1600
53,54,9,1200
33,27,12,1200
33,28,12,1100
27,53,9,1100
53,28,12,1100
22,32,12,1500
43,55,13,1900
23,25,12,1400
35,52,12,1500
52,45,12,2000
28,48,2,650
12,37,14,1100
33,56,9,1100
31,48,10,1100
23,36,2,1100
31,30,12,1300
53,41,8,600
50,43,12,3000
51,34,12,1980
27,47,12,2200
43,33,12,2300
43,45,12,2500
52,50,7,1300
33,49,12,1100
27,46,9,800
13,30,13,1000
42,44,16,1601
28,38,11,1100
52,35,16,1100
53,26,15,1500
53,41,12,1100
24,51,6,600
35,46,12,1400
33,44,12,1300
35,51,4,1500
35,26,12,120
51,41,12,800
43,52,12,4000
51,41,10,1100
53,50,12,700
12,47,12,1100
14,40,12,2500
14,40,12,1800
29,44,12,1400
33,43,12,1500
13,29,16,1200
14,30,14,2500
41,40,12,2100
12,35,14,4000
12,41,16,9000
31,36,12,3500
11,29,5,1100
29,28,12,1100
35,52,16,3200
43,27,14,900
52,48,10,1400
32,44,12,2000
35,48,12,1500
11,38,12,2701
52,55,16,5000
11,59,5,1100
27,56,12,1600
15,48,16,3500
13,26,12,1100
13,48,8,2500
53,30,16,8200
53,46,16,13000
53,46,12,2500
15,55,12,2200
33,54,12,6000
35,45,12,1500
11,35,16,3150
52,54,13,1600
14,49,9,3500
21,26,12,1200
16,58,12,1703
13,36,9,1200
21,33,10,320
16,38,16,7000
53,50,12,3000
13,56,12,2200
14,31,16,9000
35,35,11,2200
13,51,8,1100
24,40,12,2000
14,33,13,4000
13,42,8,1100
16,30,15,1500
51,56,6,1900
13,32,10,1100
12,46,12,1100
53,52,12,2000
25,40,16,5000
25,45,16,6200
15,29,16,2200
26,31,15,1300
14,28,12,1700
50,49,5,1200
26,50,7,1100
15,54,9,2300
11,59,12,1800
12,43,16,11200
27,47,12,1900
23,38,16,6000
51,43,15,7300
12,47,16,7000
35,40,12,3000
11,42,12,1850
15,25,12,800
16,52,11,2000
35,53,11,400
13,28,12,1335
12,48,15,1800
12,32,12,1100
35,53,12,1500
29,33,9,1100
13,45,12,1350
26,39,12,1300
31,39,16,16000
53,59,16,5500
12,31,12,1600
23,59,12,1100
41,56,13,3000
25,29,16,1100
15,48,12,2300
11,36,15,3500
33,35,12,2000
33,30,12,2150
14,25,16,2500
50,26,11,1200
35,59,12,1800
31,33,14,3500
53,28,13,1800
29,41,12,1600
23,44,12,1400
13,46,12,1100
52,38,16,3500
29,32,12,2000
16,52,12,1400
53,40,12,300
53,39,16,8000
53,52,5,1200
14,38,16,1400
42,47,14,5000
35,47,12,2100
13,56,12,3000
52,26,12,2002
53,39,16,2300
11,28,12,1800
15,56,8,1100
35,52,14,3500
17,53,12,1100
29,39,12,2000
35,42,12,2500
21,53,16,1400
29,40,9,1000
33,29,13,1835
25,32,13,2000
33,35,8,3700
29,37,12,1450
29,36,12,1800
11,50,12,2000
33,38,16,8500
23,50,12,1100
35,47,16,3000
51,33,12,1500
42,43,12,1600
14,38,16,5000
22,48,11,1100
32,41,8,1500
14,25,12,1100
27,35,12,1100
13,55,6,1200
23,41,12,1600
11,39,14,3300
33,56,16,4200
31,42,14,5000
21,43,12,1100
29,41,12,3100
32,42,12,2100
25,58,1,1100
28,38,12,1500
33,55,12,8000
33,38,12,1100
14,53,12,6000
33,41,12,2500
33,26,12,1800
35,54,6,1400
23,56,10,1600
31,53,8,1580
11,44,12,1600
22,35,12,2075
33,40,12,1800
53,58,12,3000
35,39,12,2500
41,40,12,2000
24,41,15,3000
25,57,16,15000
28,41,12,850
53,48,12,3000
27,39,16,5000
31,51,13,1700
15,44,16,1800
35,46,12,1200
27,42,12,1700
16,37,12,1800
23,49,12,3200
21,40,12,1700
21,53,7,1700
13,47,12,2000
13,49,12,2500
12,41,12,2500
50,42,16,2050
21,40,12,1100
33,40,12,1700
53,49,12,1700
15,26,9,100
50,45,12,2000
27,50,4,1000
17,35,15,4000
32,34,12,1100
29,43,12,1100
17,42,12,2200
23,42,12,1400
53,50,5,2800
53,36,16,10000
21,41,12,1300
53,47,12,3000
14,56,15,8000
32,43,12,1200
13,45,12,1100
25,39,12,1200
21,42,12,1100
52,43,11,1630
31,58,15,4770
53,50,12,3000
53,39,16,8000
16,45,12,1500
26,49,12,1100
24,49,8,1100
41,45,12,3000
43,40,12,210
13,43,12,1500
22,40,12,1800
13,37,12,1100
26,47,12,3000
32,37,12,1900
53,53,12,2300
35,47,12,1400
33,27,12,2200
53,45,12,3000
11,47,12,1100
25,46,12,1600
22,39,16,15000
35,45,12,3000
25,41,12,1300
12,28,16,5000
33,37,16,1800
53,53,12,2600
25,35,12,4000
25,40,16,5000
23,49,12,3500
24,44,16,5000
31,57,13,1800
43,28,12,1500
32,44,12,1700
29,44,12,1800
35,36,12,2500
43,33,15,2000
26,37,14,3700
33,35,12,1800
50,44,14,2000
33,50,9,2200
27,42,3,1900
53,41,16,15800
53,47,12,3100
26,40,12,1500
53,47,12,3000
51,45,12,1600
27,46,12,1315
24,57,5,200
53,44,14,7000
23,28,16,3000
27,59,0,1100
33,46,7,1300
35,29,12,1600
53,43,12,3200
24,32,16,550
11,53,16,3300
41,35,12,1800
31,44,12,1200
35,36,12,2800
33,58,10,1500
51,57,16,12000
35,30,11,2500
53,48,5,1500
27,58,12,1500
15,51,12,1600
15,39,16,1000
27,40,5,1100
28,52,7,1100
29,58,9,1100
23,47,7,640
13,59,12,2100
41,54,12,3000
35,36,12,1300
50,59,9,1100
35,37,12,1500
33,57,9,1600
26,54,12,2200
32,45,12,3000
15,56,15,1400
35,28,12,2300
35,37,9,1100
23,48,12,2000
33,38,12,1600
27,52,16,6500
33,35,13,4000
24,43,12,1800
24,43,9,2200
14,34,16,8000
33,32,15,1500
13,58,7,1272
28,47,9,1100
26,40,12,1500
27,29,12,3000
33,35,12,2200
51,59,12,2500
29,40,7,1200
27,39,13,900
23,40,16,8000
26,25,6,1600
21,43,12,1500
23,41,12,2100
42,37,12,1500
25,30,16,10400
25,40,16,4000
53,39,12,4800
16,37,12,1600
51,50,5,1900
14,35,12,1200
27,54,12,1800
13,39,12,3000
23,39,13,2600
29,40,12,1200
12,30,12,1100
13,37,12,2200
26,33,16,3200
16,31,11,800
42,32,9,2200
35,48,16,2500
32,51,12,1700
26,50,12,1400
24,35,12,1800
27,40,12,1500
32,39,16,16000
28,48,12,1500
52,41,16,17000
25,38,8,1100
42,52,16,11000
29,48,12,1700
14,35,14,1400
27,43,10,1100
29,41,12,1100
11,57,7,3300
27,43,6,1200
53,34,16,3300
27,50,12,1600
27,38,16,1500
29,35,1,1100
29,41,11,1500
53,28,12,1500
27,38,8,1100
35,41,16,1924
53,43,12,3100
27,58,9,1100
11,47,16,6000
14,44,12,1400
33,56,14,1700
53,46,16,12000
35,35,8,2000
14,37,16,5000
24,54,15,7000
26,42,16,1300
41,49,9,1800
29,47,11,1500
35,36,12,1600
27,35,6,1400
33,42,12,2200
29,52,16,4200
29,36,11,2000
53,38,12,1300
52,47,16,7000
22,33,12,1000
33,33,10,2500
13,28,16,3000
14,32,12,1100
43,59,13,8000
33,26,12,1200
31,38,16,4700
51,29,12,2000
51,34,12,1100
53,32,16,2500
28,49,6,1950
31,52,12,3200
29,33,12,1400
28,51,12,1600
51,54,14,2570
12,37,12,1100
13,37,14,1100
25,37,16,5000
42,57,16,17000
42,44,12,1600
27,50,11,1100
33,48,10,2000
22,35,12,1100
26,43,12,1100
26,54,12,1600
26,59,12,1100
27,45,5,700
29,32,14,1200
33,56,9,2100
28,53,12,1100
51,38,14,6300
43,59,16,2000
27,43,12,2800
31,58,12,1785
13,41,12,1938
14,27,6,800
53,45,16,10000
29,45,12,1800
12,39,15,6500
31,46,6,1100
41,25,12,1500
53,52,16,19200
12,27,13,1100
14,39,13,1900
32,50,16,6000
35,48,12,2200
35,58,9,3500
29,54,10,1200
12,40,12,1100
14,41,16,3300
31,39,12,2200
29,52,12,2500
27,46,16,11800
21,47,12,1250
24,45,15,1800
33,48,12,1700
33,48,9,1800
33,51,7,1400
12,41,12,7000
25,39,2,1200
43,40,14,1300
15,42,12,2500
33,26,16,5000
12,36,16,5000
23,57,9,240
25,28,0,1350
12,42,12,1100
52,57,13,5200
31,52,16,4000
52,43,12,2000
13,54,16,11400
32,48,15,3000
33,25,12,2500
23,51,12,2000
14,50,12,5100
17,53,13,1100
29,41,12,1700
